Name                                                                                                                                                              Stmts   Miss  Cover
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\mixed_precision\__init__.py                                                5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\mixed_precision\experimental\__init__.py                                   7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\mlir\__init__.py                                                           5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\mlir\experimental\__init__.py                                              6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\nest\__init__.py                                                           9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\nn\__init__.py                                                            91     91     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\profiler\__init__.py                                                       5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\profiler\experimental\__init__.py                                         11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\profiler\experimental\client\__init__.py                                   6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\profiler\experimental\server\__init__.py                                   5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\quantization\__init__.py                                                  15     15     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\queue\__init__.py                                                          9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\ragged\__init__.py                                                        14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\random\__init__.py                                                        31     31     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\random\experimental\__init__.py                                           11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\raw_ops\__init__.py                                                     1351   1351     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\saved_model\__init__.py                                                   35     35     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\saved_model\experimental\__init__.py                                       5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\sets\__init__.py                                                           8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\signal\__init__.py                                                        34     34     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\sparse\__init__.py                                                        34     34     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\strings\__init__.py                                                       30     30     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\summary\__init__.py                                                       16     16     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\summary\experimental\__init__.py                                           8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\sysconfig\__init__.py                                                     11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\test\__init__.py                                                          18     18     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\tpu\__init__.py                                                            6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\tpu\experimental\__init__.py                                              10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\tpu\experimental\embedding\__init__.py                                    12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\train\__init__.py                                                         29     29     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\train\experimental\__init__.py                                            10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\types\__init__.py                                                          5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\types\experimental\__init__.py                                             5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\v2.py                                                                    410    410     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\version\__init__.py                                                       10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\xla\__init__.py                                                            5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\xla\experimental\__init__.py                                               6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\__init__.py                                                               0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\jit\__init__.py                                                           0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\jit\ops\__init__.py                                                       0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\jit\ops\xla_ops.py                                                      119    119     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\jit\ops\xla_ops_grad.py                                                   8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\mlir\__init__.py                                                          0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\mlir\tensorflow\__init__.py                                               0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\mlir\tensorflow\gen_mlir_passthrough_op.py                               65     65     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\tf2xla\__init__.py                                                        0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\tf2xla\ops\__init__.py                                                    0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\tf2xla\ops\gen_xla_ops.py                                              1575   1575     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\tf2xla\python\__init__.py                                                 0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\tf2xla\python\xla.py                                                    217    217     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\tf2xla\tf2xla_pb2.py                                                     48     48     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\xla\__init__.py                                                           0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\xla\experimental\__init__.py                                              0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\xla\experimental\xla_sharding\__init__.py                                 0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\xla\experimental\xla_sharding\xla_sharding.py                           135    135     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\xla\python_api\__init__.py                                                0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\xla\python_api\types.py                                                  11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\xla\python_api\xla_shape.py                                              55     55     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\xla\service\__init__.py                                                   0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\xla\service\hlo_pb2.py                                                  171    171     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\compiler\xla\xla_data_pb2.py                                                     244    244     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\__init__.py                                                                   0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\debug\__init__.py                                                             0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\debug\debug_service_pb2.py                                                   44     44     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\debug\debug_service_pb2_grpc.py                                              26     26     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\debug\debugger_event_metadata_pb2.py                                         13     13     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\example\__init__.py                                                           0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\example\example_parser_configuration_pb2.py                                  45     45     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\example\example_pb2.py                                                       22     22     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\example\feature_pb2.py                                                       62     62     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\__init__.py                                                         0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\allocation_description_pb2.py                                      14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\api_def_pb2.py                                                     38     38     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\attr_value_pb2.py                                                  63     63     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\cost_graph_pb2.py                                                  37     37     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\dataset_options_pb2.py                                            100    100     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\device_attributes_pb2.py                                           29     29     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\function_pb2.py                                                    65     65     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\graph_pb2.py                                                       21     21     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\graph_transfer_info_pb2.py                                         57     57     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\kernel_def_pb2.py                                                  25     25     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\log_memory_pb2.py                                                  37     37     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\model_pb2.py                                                       46     46     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\node_def_pb2.py                                                    25     25     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\op_def_pb2.py                                                      40     40     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\reader_base_pb2.py                                                 14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\resource_handle_pb2.py                                             22     22     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\step_stats_pb2.py                                                  56     56     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\summary_pb2.py                                                     70     70     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\tensor_description_pb2.py                                          20     20     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\tensor_pb2.py                                                      36     36     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\tensor_shape_pb2.py                                                18     18     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\tensor_slice_pb2.py                                                20     20     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\types_pb2.py                                                       69     69     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\variable_pb2.py                                                    38     38     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\framework\versions_pb2.py                                                    14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\grappler\__init__.py                                                          0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\grappler\costs\__init__.py                                                    0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\grappler\costs\op_performance_data_pb2.py                                    71     71     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\kernels\__init__.py                                                           0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\kernels\boosted_trees\__init__.py                                             0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\kernels\boosted_trees\boosted_trees_pb2.py                                  105    105     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\lib\__init__.py                                                               0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\lib\core\__init__.py                                                          0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\lib\core\error_codes_pb2.py                                                  11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\__init__.py                                                          0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\profile_pb2.py                                                      49     49     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\profiler_analysis_pb2.py                                            48     48     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\profiler_analysis_pb2_grpc.py                                       24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\profiler_options_pb2.py                                             22     22     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\profiler_service_monitor_result_pb2.py                              17     17     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\profiler_service_pb2.py                                             55     55     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\profiler_service_pb2_grpc.py                                        24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\protobuf\__init__.py                                                 0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\protobuf\trace_events_pb2.py                                        44     44     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\protobuf\xplane_pb2.py                                              72     72     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\tfprof_log_pb2.py                                                  138    138     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\tfprof_options_pb2.py                                               31     31     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\profiler\tfprof_output_pb2.py                                                48     48     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\__init__.py                                                          0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\bfc_memory_map_pb2.py                                               34     34     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\cluster_pb2.py                                                      24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\config_pb2.py                                                      132    132     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\control_flow_pb2.py                                                 41     41     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\debug_event_pb2.py                                                  99     99     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\debug_pb2.py                                                        28     28     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\device_filters_pb2.py                                               29     29     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\device_properties_pb2.py                                            24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\error_codes_pb2.py                                                  33     33     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\extension_type_variant_pb2.py                                       15     15     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\graph_debug_info_pb2.py                                             27     27     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\meta_graph_pb2.py                                                  129    129     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\named_tensor_pb2.py                                                 16     16     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\queue_runner_pb2.py                                                 16     16     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\remote_tensor_handle_pb2.py                                         24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\rewriter_config_pb2.py                                              69     69     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\saved_model_pb2.py                                                  16     16     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\saved_object_graph_pb2.py                                          116    116     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\saver_pb2.py                                                        18     18     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\service_config_pb2.py                                               17     17     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\snapshot_pb2.py                                                     32     32     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\struct_pb2.py                                                      112    112     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\tensor_bundle_pb2.py                                                30     30     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\tensorflow_server_pb2.py                                            20     20     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\tpu\__init__.py                                                      0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\tpu\compilation_result_pb2.py                                       18     18     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\tpu\dynamic_padding_pb2.py                                          14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\tpu\optimization_parameters_pb2.py                                 176    176     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\tpu\topology_pb2.py                                                 14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\tpu\tpu_embedding_configuration_pb2.py                              30     30     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\tpu\tpu_embedding_output_layout_pb2.py                              36     36     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\trackable_object_graph_pb2.py                                       30     30     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\transport_options_pb2.py                                            14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\protobuf\verifier_config_pb2.py                                              18     18     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\util\__init__.py                                                              0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\util\event_pb2.py                                                            94     94     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\util\memmapped_file_system_pb2.py                                            19     19     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\util\saved_tensor_slice_pb2.py                                               40     40     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\core\util\test_log_pb2.py                                                        110    110     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\__init__.py                                                                 27     27     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\activations\__init__.py                                                     20     20     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\__init__.py                                                    47     47     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\densenet\__init__.py                                            9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\efficientnet\__init__.py                                       14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\imagenet_utils\__init__.py                                      6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\inception_resnet_v2\__init__.py                                 7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\inception_v3\__init__.py                                        7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\mobilenet\__init__.py                                           7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\mobilenet_v2\__init__.py                                        7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\mobilenet_v3\__init__.py                                        6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\nasnet\__init__.py                                              8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\resnet50\__init__.py                                            7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\resnet\__init__.py                                              9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\resnet_v2\__init__.py                                           9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\vgg16\__init__.py                                               7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\vgg19\__init__.py                                               7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\applications\xception\__init__.py                                            7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\backend\__init__.py                                                        149    149     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\callbacks\__init__.py                                                       19     19     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\callbacks\experimental\__init__.py                                           5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\constraints\__init__.py                                                     18     18     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\datasets\__init__.py                                                        11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\datasets\boston_housing\__init__.py                                          5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\datasets\cifar100\__init__.py                                                5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\datasets\cifar10\__init__.py                                                 5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\datasets\fashion_mnist\__init__.py                                           5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\datasets\imdb\__init__.py                                                    6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\datasets\mnist\__init__.py                                                   5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\datasets\reuters\__init__.py                                                 6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\estimator\__init__.py                                                        5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\experimental\__init__.py                                                    10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\initializers\__init__.py                                                    38     38     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\layers\__init__.py                                                         121    121     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\keras\layers\experimental\__init__.py                                              8      8     0%
