Name                                                                                                                                                              Stmts   Miss  Cover
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\convert_to_constants.py                                         499    499     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\cpp_shape_inference_pb2.py                                       32     32     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\device.py                                                        58     57     2%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\device_spec.py                                                  166    138    17%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\dtypes.py                                                       217    197     9%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\error_interpolation.py                                          202    202     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\errors.py                                                         6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\errors_impl.py                                                  217    206     5%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\framework_lib.py                                                 40     40     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\func_graph.py                                                   511    281    45%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\function.py                                                     524    524     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\function_def_to_graph.py                                        139    139     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\gpu_util.py                                                      14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\graph_io.py                                                      22     22     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\graph_to_function_def.py                                         94     94     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\graph_util.py                                                    10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\graph_util_impl.py                                              178    178     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\importer.py                                                     208    208     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\indexed_slices.py                                               151    147     3%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\kernels.py                                                       19     19     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\load_library.py                                                  71     71     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\memory_checker.py                                                54     54     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\meta_graph.py                                                   419    419     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\op_callbacks.py                                                  46     44     4%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\op_def_library.py                                               419    240    43%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\op_def_registry.py                                               27     12    56%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\ops.py                                                         2284   1643    28%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\python_memory_checker.py                                         76     76     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\random_seed.py                                                   44     44     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\registry.py                                                      34     30    12%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\smart_cond.py                                                    32     22    31%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\sparse_tensor.py                                                182    182     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\subscribe.py                                                    123    123     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\tensor_conversion_registry.py                                    44     30    32%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\tensor_shape.py                                                 385    298    23%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\tensor_spec.py                                                  147    120    18%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\tensor_util.py                                                  494    391    21%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\test_combinations.py                                            160    160     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\test_ops.py                                                    4475   4475     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\test_util.py                                                   1383   1383     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\tfrt_utils.py                                                     6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\traceable_stack.py                                               44     22    50%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\type_spec.py                                                    253    218    14%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\framework\versions.py                                                      28     28     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\grappler\__init__.py                                                        0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\grappler\cluster.py                                                        47     47     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\grappler\item.py                                                           40     40     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\grappler\tf_optimizer.py                                                   15     15     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\__init__.py                                                          10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\activations.py                                                      100     94     6%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\__init__.py                                                       8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\__init__.py                                                   8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\__init__.py                                            30     30     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\activations\__init__.py                                22     22     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\__init__.py                               50     50     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\densenet\__init__.py                      12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\efficientnet\__init__.py                  17     17     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\imagenet_utils\__init__.py                 9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\inception_resnet_v2\__init__.py           10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\inception_v3\__init__.py                  10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\mobilenet\__init__.py                     10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\mobilenet_v2\__init__.py                  10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\mobilenet_v3\__init__.py                   9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\nasnet\__init__.py                        11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\resnet50\__init__.py                      10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\resnet\__init__.py                        12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\resnet_v2\__init__.py                     12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\vgg16\__init__.py                         10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\vgg19\__init__.py                         10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\applications\xception\__init__.py                      10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\backend\__init__.py                                   154    154     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\callbacks\__init__.py                                  21     21     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\callbacks\experimental\__init__.py                      0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\constraints\__init__.py                                21     21     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\datasets\__init__.py                                   14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\datasets\boston_housing\__init__.py                     8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\datasets\cifar100\__init__.py                           8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\datasets\cifar10\__init__.py                            8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\datasets\fashion_mnist\__init__.py                      8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\datasets\imdb\__init__.py                               9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\datasets\mnist\__init__.py                              8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\datasets\reuters\__init__.py                            9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\estimator\__init__.py                                   8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\experimental\__init__.py                               15     15     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\initializers\__init__.py                               36     36     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\layers\__init__.py                                    128    128     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\layers\experimental\__init__.py                        10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\layers\experimental\preprocessing\__init__.py          24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\losses\__init__.py                                     54     54     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\metrics\__init__.py                                    79     79     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\mixed_precision\__init__.py                             9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\mixed_precision\experimental\__init__.py                8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\models\__init__.py                                     15     15     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\optimizers\__init__.py                                 20     20     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\optimizers\schedules\__init__.py                       16     16     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\premade\__init__.py                                     0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\preprocessing\__init__.py                              10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\preprocessing\image\__init__.py                        24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\preprocessing\sequence\__init__.py                     11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\preprocessing\text\__init__.py                         12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\regularizers\__init__.py                               17     17     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\utils\__init__.py                                      26     26     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\wrappers\__init__.py                                    8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v1\keras\wrappers\scikit_learn\__init__.py                       9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\__init__.py                                                   5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\__init__.py                                            27     27     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\activations\__init__.py                                20     20     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\__init__.py                               47     47     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\densenet\__init__.py                       9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\efficientnet\__init__.py                  14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\imagenet_utils\__init__.py                 6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\inception_resnet_v2\__init__.py            7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\inception_v3\__init__.py                   7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\mobilenet\__init__.py                      7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\mobilenet_v2\__init__.py                   7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\mobilenet_v3\__init__.py                   6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\nasnet\__init__.py                         8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\resnet50\__init__.py                       7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\resnet\__init__.py                         9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\resnet_v2\__init__.py                      9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\vgg16\__init__.py                          7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\vgg19\__init__.py                          7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\applications\xception\__init__.py                       7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\backend\__init__.py                                   149    149     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\callbacks\__init__.py                                  19     19     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\callbacks\experimental\__init__.py                      5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\constraints\__init__.py                                18     18     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\datasets\__init__.py                                   11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\datasets\boston_housing\__init__.py                     5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\datasets\cifar100\__init__.py                           5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\datasets\cifar10\__init__.py                            5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\datasets\fashion_mnist\__init__.py                      5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\datasets\imdb\__init__.py                               6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\datasets\mnist\__init__.py                              5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\datasets\reuters\__init__.py                            6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\estimator\__init__.py                                   5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\experimental\__init__.py                               10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\initializers\__init__.py                               38     38     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\layers\__init__.py                                    121    121     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\layers\experimental\__init__.py                         8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\layers\experimental\preprocessing\__init__.py          24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\losses\__init__.py                                     51     51     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\metrics\__init__.py                                    74     74     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\mixed_precision\__init__.py                             9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\mixed_precision\experimental\__init__.py                9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\models\__init__.py                                     12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\optimizers\__init__.py                                 17     17     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\optimizers\schedules\__init__.py                       13     13     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\premade\__init__.py                                     0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\preprocessing\__init__.py                              10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\preprocessing\image\__init__.py                        22     22     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\preprocessing\sequence\__init__.py                      8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\preprocessing\text\__init__.py                          9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\regularizers\__init__.py                               14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\utils\__init__.py                                      26     26     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\utils\experimental\__init__.py                          5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\wrappers\__init__.py                                    5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\_v2\keras\wrappers\scikit_learn\__init__.py                       6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\__init__.py                                                30     30     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\activations\__init__.py                                    22     22     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\__init__.py                                   50     50     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\densenet\__init__.py                          12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\efficientnet\__init__.py                      17     17     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\imagenet_utils\__init__.py                     9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\inception_resnet_v2\__init__.py               10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\inception_v3\__init__.py                      10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\mobilenet\__init__.py                         10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\mobilenet_v2\__init__.py                      10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\mobilenet_v3\__init__.py                       9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\nasnet\__init__.py                            11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\resnet50\__init__.py                          10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\resnet\__init__.py                            12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\resnet_v2\__init__.py                         12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\vgg16\__init__.py                             10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\vgg19\__init__.py                             10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\applications\xception\__init__.py                          10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\backend\__init__.py                                       154    154     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\callbacks\__init__.py                                      21     21     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\callbacks\experimental\__init__.py                          0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\constraints\__init__.py                                    21     21     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\datasets\__init__.py                                       14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\datasets\boston_housing\__init__.py                         8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\datasets\cifar100\__init__.py                               8      8     0%
